timestamp,value,metric,unit,interval,network,fetch_timestamp,dataset_type
2025-11-01 17:15:00+10:00,22008.454,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 17:20:00+10:00,22262.247,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 17:25:00+10:00,22438.976,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 17:30:00+10:00,22669.461,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 17:35:00+10:00,23195.365,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 17:40:00+10:00,23370.559,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 17:45:00+10:00,23423.99,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 17:50:00+10:00,23780.927,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 17:55:00+10:00,23937.836,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 18:00:00+10:00,24340.648,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 18:05:00+10:00,24440.973,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 18:10:00+10:00,24615.725,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 18:15:00+10:00,24749.312,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 18:20:00+10:00,24885.097,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 18:25:00+10:00,25026.75,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 18:30:00+10:00,25145.238,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 18:35:00+10:00,25410.839,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 18:40:00+10:00,25424.731,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 18:45:00+10:00,25439.679,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 18:50:00+10:00,25308.435,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 18:55:00+10:00,25293.555,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 19:00:00+10:00,25162.33,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 19:05:00+10:00,25042.162,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 19:10:00+10:00,25128.814,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 19:15:00+10:00,25026.034,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 19:20:00+10:00,24753.021,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 19:25:00+10:00,24715.744,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 19:30:00+10:00,24735.061,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 19:35:00+10:00,24556.316,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 19:40:00+10:00,24343.12,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 19:45:00+10:00,24547.13,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 19:50:00+10:00,24171.163,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 19:55:00+10:00,24091.501,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 20:00:00+10:00,23865.496,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 20:05:00+10:00,23674.862,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 20:10:00+10:00,23808.63,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 20:15:00+10:00,23516.883,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 20:20:00+10:00,23418.633,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 20:25:00+10:00,23020.078,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 20:30:00+10:00,23071.929,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 20:35:00+10:00,22932.546,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 20:40:00+10:00,23106.696,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 20:45:00+10:00,22786.581,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
